LineId,Month,Day,Time,Host,Process,Pid,Content,EventId,EventTemplate,ParameterList
1602,Jun,14,01:32:55,secops-01,sshd,14583,Failed password for test from 198.51.100.114 port 11629 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.114', '11629']"
1603,Jun,14,01:32:56,secops-01,sudo,33251,pam_unix(sudo:session): session opened for user root by deploy(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['root', 'deploy', '1001']"
1604,Jun,14,01:32:56,secops-01,sshd,20853,Failed password for invalid user root from 203.0.113.109 port 49777 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '203.0.113.109', '49777']"
1605,Jun,14,01:32:57,secops-01,sshd,18709,Failed password for ec2-user from 192.0.2.247 port 44621 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '192.0.2.247', '44621']"
1606,Jun,14,01:33:02,secops-01,sshd,14175,Disconnected from authenticating user guest 203.0.113.176 port 47837 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['guest', '203.0.113.176', '47837']"
1607,Jun,14,01:33:04,secops-01,sudo,36370,pam_unix(sudo:session): session opened for user ubuntu by guest(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'guest', '1001']"
1608,Jun,14,01:33:04,secops-01,sshd,21276,Failed password for admin from 198.51.100.34 port 11217 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '198.51.100.34', '11217']"
1609,Jun,14,01:33:09,secops-01,sudo,30852,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
1610,Jun,14,01:33:13,secops-01,sshd,19485,Disconnected from authenticating user nagios 198.51.100.113 port 32493 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['nagios', '198.51.100.113', '32493']"
1611,Jun,14,01:33:15,secops-01,sshd,26752,Connection closed by authenticating user operator 203.0.113.160 port 11017 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['operator', '203.0.113.160', '11017']"
1612,Jun,14,01:33:21,secops-01,sshd,18105,Failed password for invalid user operator from 203.0.113.69 port 46961 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['operator', '203.0.113.69', '46961']"
1613,Jun,14,01:33:23,secops-01,sshd,26460,Failed password for invalid user www-data from 198.51.100.28 port 46974 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '198.51.100.28', '46974']"
1614,Jun,14,01:33:24,secops-01,sshd,17516,Failed password for invalid user support from 203.0.113.164 port 10770 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['support', '203.0.113.164', '10770']"
1615,Jun,14,01:33:30,secops-01,sshd,14790,Failed password for root from 203.0.113.51 port 61913 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '203.0.113.51', '61913']"
1616,Jun,14,01:33:34,secops-01,sshd,23346,Failed password for ec2-user from 203.0.113.15 port 25950 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.15', '25950']"
1617,Jun,14,01:33:41,secops-01,sshd,23961,Connection reset by 192.0.2.58 port 23055 [preauth],S14,Connection reset by <*> port <*> [preauth],"['192.0.2.58', '23055']"
1618,Jun,14,01:33:46,secops-01,sshd,18822,Failed password for git from 198.51.100.79 port 8236 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '198.51.100.79', '8236']"
1619,Jun,14,01:33:48,secops-01,sshd,11558,Failed password for invalid user deploy from 198.51.100.65 port 21985 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['deploy', '198.51.100.65', '21985']"
1620,Jun,14,01:33:55,secops-01,sshd,19349,Failed password for root from 198.51.100.84 port 14916 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '198.51.100.84', '14916']"
1621,Jun,14,01:34:00,secops-01,sshd,26098,Failed password for invalid user nagios from 203.0.113.49 port 17556 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['nagios', '203.0.113.49', '17556']"
1622,Jun,14,01:34:02,secops-01,sshd,28080,Accepted publickey for admin from 203.0.113.5 port 45782 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['admin', '203.0.113.5', '45782']"
1623,Jun,14,01:34:07,secops-01,sshd,29297,Accepted publickey for www-data from 198.51.100.192 port 52063 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['www-data', '198.51.100.192', '52063']"
1624,Jun,14,01:34:09,secops-01,sshd,13485,Failed password for invalid user oracle from 203.0.113.100 port 6740 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '203.0.113.100', '6740']"
1625,Jun,14,01:34:12,secops-01,sshd,16240,Received disconnect from 198.51.100.12 port 39464:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.12', '39464']"
1626,Jun,14,01:34:17,secops-01,sshd,27910,Connection reset by 192.0.2.21 port 62746 [preauth],S14,Connection reset by <*> port <*> [preauth],"['192.0.2.21', '62746']"
1627,Jun,14,01:34:17,secops-01,sshd,15035,Accepted password for test from 192.0.2.53 port 35991 ssh2,S03,Accepted password for <*> from <*> port <*> ssh2,"['test', '192.0.2.53', '35991']"
1628,Jun,14,01:34:22,secops-01,sshd,28361,Failed password for git from 203.0.113.66 port 59455 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '203.0.113.66', '59455']"
1629,Jun,14,01:34:22,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.32 DST=10.0.6.19 PROTO=TCP SPT=32666 DPT=6379,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.32', '10.0.6.19', '32666', '6379']"
1630,Jun,14,01:34:22,secops-01,sshd,11489,Failed password for oracle from 198.51.100.35 port 20006 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '198.51.100.35', '20006']"
1631,Jun,14,01:34:28,secops-01,sudo,33116,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
1632,Jun,14,01:34:35,secops-01,sshd,15423,Connection closed by authenticating user guest 192.0.2.250 port 5938 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['guest', '192.0.2.250', '5938']"
1633,Jun,14,01:34:39,secops-01,sudo,36567,pam_unix(sudo:session): session opened for user ubuntu by guest(uid=1000),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'guest', '1000']"
1634,Jun,14,01:34:46,secops-01,sshd,10290,Failed password for invalid user root from 203.0.113.57 port 39828 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '203.0.113.57', '39828']"
1635,Jun,14,01:34:49,secops-01,sshd,19942,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.68,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.68']
1636,Jun,14,01:34:52,secops-01,sshd,11494,Failed password for invalid user oracle from 203.0.113.45 port 15699 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '203.0.113.45', '15699']"
1637,Jun,14,01:34:56,secops-01,sshd,14357,Failed password for invalid user postgres from 203.0.113.228 port 19227 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['postgres', '203.0.113.228', '19227']"
1638,Jun,14,01:35:01,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.65 DST=10.0.3.138 PROTO=TCP SPT=8638 DPT=22,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.65', '10.0.3.138', '8638', '22']"
1639,Jun,14,01:35:05,secops-01,sshd,27998,Received disconnect from 192.0.2.85 port 6479:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['192.0.2.85', '6479']"
1640,Jun,14,01:35:10,secops-01,sudo,34831,pam_unix(sudo:session): session opened for user ubuntu by backup(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'backup', '1001']"
1641,Jun,14,01:35:14,secops-01,audit,1723,USER_LOGIN pid=3563 uid=0 auid=1001 user=ec2-user exe=/usr/sbin/sshd res=failed,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3563', '0', '1001', 'ec2-user', 'failed']"
1642,Jun,14,01:35:18,secops-01,audit,4873,USER_AUTH pid=3201 uid=1001 auid=4294967295 user=admin exe=/usr/sbin/sshd res=failed,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3201', '1001', '4294967295', 'admin', 'failed']"
1643,Jun,14,01:35:20,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.58 DST=10.0.5.70 PROTO=TCP SPT=14388 DPT=6379,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.58', '10.0.5.70', '14388', '6379']"
1644,Jun,14,01:35:21,secops-01,sshd,25696,Disconnected from authenticating user www-data 198.51.100.96 port 10745 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['www-data', '198.51.100.96', '10745']"
1645,Jun,14,01:35:28,secops-01,sshd,16188,Connection closed by authenticating user test 203.0.113.222 port 12565 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['test', '203.0.113.222', '12565']"
1646,Jun,14,01:35:34,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=198.51.100.7 DST=10.0.4.43 PROTO=TCP SPT=59039 DPT=443,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.7', '10.0.4.43', '59039', '443']"
1647,Jun,14,01:35:36,secops-01,sshd,12275,input_userauth_request: invalid user ec2-user [preauth],S12,input_userauth_request: invalid user <*> [preauth],['ec2-user']
1648,Jun,14,01:35:37,secops-01,sshd,23189,Failed password for ec2-user from 203.0.113.167 port 64619 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.167', '64619']"
1649,Jun,14,01:35:38,secops-01,sudo,39884,pam_unix(sudo:session): session opened for user root by www-data(uid=0),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['root', 'www-data', '0']"
1650,Jun,14,01:35:40,secops-01,sshd,11433,Invalid user root from 203.0.113.5 port 51057,S05,Invalid user <*> from <*> port <*>,"['root', '203.0.113.5', '51057']"
1651,Jun,14,01:35:40,secops-01,sshd,29648,Failed password for invalid user admin from 203.0.113.242 port 42140 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['admin', '203.0.113.242', '42140']"
1652,Jun,14,01:35:45,secops-01,sudo,31742,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
1653,Jun,14,01:35:49,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.124 DST=10.0.9.230 PROTO=TCP SPT=30143 DPT=443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.124', '10.0.9.230', '30143', '443']"
1654,Jun,14,01:35:50,secops-01,sshd,18764,Accepted publickey for ubuntu from 203.0.113.141 port 46377 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.141', '46377']"
1655,Jun,14,01:35:56,secops-01,sshd,26762,Failed password for root from 203.0.113.77 port 7745 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '203.0.113.77', '7745']"
1656,Jun,14,01:35:58,secops-01,sshd,22628,Failed password for backup from 203.0.113.60 port 29016 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['backup', '203.0.113.60', '29016']"
1657,Jun,14,01:35:59,secops-01,sshd,22607,Invalid user oracle from 203.0.113.227 port 45877,S05,Invalid user <*> from <*> port <*>,"['oracle', '203.0.113.227', '45877']"
1658,Jun,14,01:36:04,secops-01,sshd,19234,Connection closed by authenticating user admin 203.0.113.246 port 63666 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['admin', '203.0.113.246', '63666']"
1659,Jun,14,01:36:04,secops-01,sshd,12778,Failed password for deploy from 203.0.113.238 port 61625 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '203.0.113.238', '61625']"
1660,Jun,14,01:36:10,secops-01,sshd,15834,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1661,Jun,14,01:36:12,secops-01,sshd,23934,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.175,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.175']
1662,Jun,14,01:36:19,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.75 DST=10.0.5.226 PROTO=TCP SPT=7834 DPT=3306,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.75', '10.0.5.226', '7834', '3306']"
1663,Jun,14,01:36:20,secops-01,sshd,18696,input_userauth_request: invalid user backup [preauth],S12,input_userauth_request: invalid user <*> [preauth],['backup']
1664,Jun,14,01:36:25,secops-01,sudo,32401,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
1665,Jun,14,01:36:26,secops-01,sshd,25677,Failed password for test from 198.51.100.203 port 65009 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.203', '65009']"
1666,Jun,14,01:36:31,secops-01,sshd,12963,Failed password for git from 192.0.2.73 port 10504 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '192.0.2.73', '10504']"
1667,Jun,14,01:36:38,secops-01,audit,2736,USER_LOGIN pid=1744 uid=1000 auid=1001 user=deploy exe=/usr/sbin/sshd res=failed,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1744', '1000', '1001', 'deploy', 'failed']"
1668,Jun,14,01:36:41,secops-01,sshd,14529,error: maximum authentication attempts exceeded for git from 198.51.100.164 port 22877 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['git', '198.51.100.164', '22877']"
1669,Jun,14,01:36:44,secops-01,sshd,27448,Invalid user guest from 203.0.113.138 port 33307,S05,Invalid user <*> from <*> port <*>,"['guest', '203.0.113.138', '33307']"
1670,Jun,14,01:36:45,secops-01,sshd,17187,Invalid user nagios from 198.51.100.136 port 38895,S05,Invalid user <*> from <*> port <*>,"['nagios', '198.51.100.136', '38895']"
1671,Jun,14,01:36:52,secops-01,sshd,21875,Failed password for invalid user root from 203.0.113.219 port 2148 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '203.0.113.219', '2148']"
1672,Jun,14,01:36:59,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.91 DST=10.0.5.219 PROTO=ICMP TYPE=8 CODE=1,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '203.0.113.91', '10.0.5.219', '8', '1']"
1673,Jun,14,01:37:02,secops-01,sshd,23797,Failed password for support from 203.0.113.240 port 60855 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['support', '203.0.113.240', '60855']"
1674,Jun,14,01:37:08,secops-01,sshd,14688,Failed password for invalid user ec2-user from 203.0.113.37 port 8707 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.37', '8707']"
1675,Jun,14,01:37:09,secops-01,sudo,30886,pam_unix(sudo:session): session opened for user deploy by git(uid=1000),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'git', '1000']"
1676,Jun,14,01:37:11,secops-01,sshd,25624,input_userauth_request: invalid user admin [preauth],S12,input_userauth_request: invalid user <*> [preauth],['admin']
1677,Jun,14,01:37:17,secops-01,sshd,10408,Failed password for deploy from 203.0.113.64 port 6074 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '203.0.113.64', '6074']"
1678,Jun,14,01:37:21,secops-01,sshd,27283,Failed password for ubuntu from 203.0.113.37 port 50051 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.37', '50051']"
1679,Jun,14,01:37:25,secops-01,sshd,10432,Connection closed by authenticating user www-data 203.0.113.202 port 43284 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['www-data', '203.0.113.202', '43284']"
1680,Jun,14,01:37:27,secops-01,sshd,15687,Failed password for root from 192.0.2.10 port 40619 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '192.0.2.10', '40619']"
1681,Jun,14,01:37:31,secops-01,sshd,24886,Failed password for support from 203.0.113.244 port 58431 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['support', '203.0.113.244', '58431']"
1682,Jun,14,01:37:37,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.110 DST=10.0.2.71 PROTO=UDP SPT=64798 DPT=80,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '198.51.100.110', '10.0.2.71', '64798', '80']"
1683,Jun,14,01:37:43,secops-01,audit,1896,USER_AUTH pid=1512 uid=1001 auid=1000 user=git exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1512', '1001', '1000', 'git', 'success']"
1684,Jun,14,01:37:50,secops-01,sshd,12529,Failed password for invalid user www-data from 192.0.2.156 port 56186 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '192.0.2.156', '56186']"
1685,Jun,14,01:37:50,secops-01,sshd,15400,Connection closed by authenticating user postgres 198.51.100.213 port 25958 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['postgres', '198.51.100.213', '25958']"
1686,Jun,14,01:37:51,secops-01,sudo,31776,postgres : user NOT authorized on host ; TTY=pts/1 ; PWD=/root ; COMMAND=/usr/bin/apt update,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['postgres', 'pts/1', '/root', '/usr/bin/apt update']"
1687,Jun,14,01:37:55,secops-01,sshd,17848,Failed password for nagios from 198.51.100.87 port 2862 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '198.51.100.87', '2862']"
1688,Jun,14,01:37:58,secops-01,sshd,20129,Failed password for admin from 203.0.113.154 port 1743 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '203.0.113.154', '1743']"
1689,Jun,14,01:38:02,secops-01,sshd,17875,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.10,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.10']
1690,Jun,14,01:38:02,secops-01,sshd,25853,Failed password for nagios from 203.0.113.146 port 52812 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.146', '52812']"
1691,Jun,14,01:38:06,secops-01,sshd,21686,Failed password for admin from 192.0.2.4 port 65284 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '192.0.2.4', '65284']"
1692,Jun,14,01:38:11,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.102 DST=10.0.5.35 PROTO=ICMP TYPE=3 CODE=0,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '203.0.113.102', '10.0.5.35', '3', '0']"
1693,Jun,14,01:38:11,secops-01,sshd,14921,Disconnected from authenticating user www-data 203.0.113.130 port 53943 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['www-data', '203.0.113.130', '53943']"
